match_id,participant_id,teamId,puuid,champion,lane,win,gold10,xp10,cs10,goldEarned,gold_diff_10,cs_diff_10,xp_diff_10,turret_damage,solo_kills,damage_taken_per_death,jungle_cs_diff_10,level_diff_10,kill_participation,objective_damage,Ct_raw,Ct_norm
KR_7574965822,6,200,V4SWotri1hzhCevpTO-pH2zZ66ad9w9C9mnXAbRDtIeEv9EzYSZzkI4q5RqZjKWOSfcu_Ch3vgaZbA,Teemo,TOP,1,3099,4050,69,11196,-2451,19.299999999999997,911.9000000000001,0,0,0,0,0,0,0,-426.51,-0.6432982902972242
KR_7574965822,7,200,SfZfSidvBdad7m_KrXHro232q5VtK2QnnFn4HuideJVRO--0jOD9y-iwOCqXT02POYofADWbvurxxg,Naafiri,JUNGLE,1,3584,2926,49,14369,-2451,-0.7000000000000028,-212.0999999999999,0,0,0,0,0,0,0,-612.75,-0.9246074272772121
KR_7574965822,8,200,2U7M9XDUOeG2NQjP5Xiwv6PxYdiRM0TNZU9Dop0XxuVjX7fYYZI0S5BpJ8UgR4uBRKO-fQAD7huCTA,Sylas,MIDDLE,1,3532,3975,57,11740,-2451,7.299999999999997,836.9000000000001,0,0,0,0,0,0,0,-401.7,-0.6058236356125511
KR_7574965822,9,200,ZzDBEgoAeGsGwRR22CX54gfSKlFs4GsOz00bii0R-eN90UFx0KuDr92a1SjizlyOLqARlHGESMEiDA,Tristana,BOTTOM,1,2882,2894,44,13822,-2451,-5.700000000000003,-244.0999999999999,0,0,0,0,0,0,0,-552.9350000000001,-0.8342589198220041
KR_7574965822,10,200,J_f5T3K0utzWMxdhCdeGHU-U7AEfF3W9DBET2gA_Vyrk-9pUWfYeBpMCTb2US4TxI1Cfw5SWudtHRg,Neeko,BOTTOM,1,2108,1419,13,8377,-2451,-36.7,-1719.1,0,0,0,0,0,0,0,-930.985,-1.4052904878808767
KR_7575104521,1,100,cTeVTiAx6G2WU1bZ7Go0U6YYB2DMud41PIBeEzAXMQ_k3Q78BMnZLKIPjU3i7s6glPiiyFqruXR0KA,Darius,TOP,0,3018,4021,68,12003,-1687,13.5,702.8000000000002,0,0,0,0,0,0,0,-278.49,-0.6056937237072363
KR_7575104521,2,100,H2WsjmGyeHwFby_g36tkuRh6BZlfDXgKDjM1XwPIi0YPCnXAOSCa23mKapkQWCV9pZa0NACq7BBe3A,Taliyah,JUNGLE,0,2726,2757,49,14078,-1687,-5.5,-561.1999999999998,0,0,0,0,0,0,0,-421.75,-0.9258348193983049
KR_7575104521,3,100,_2gy_DC46aRGaj02qVS4G6kbPavUSh8Sn3pwDFx-ww2bLq4f-g_5vFY1iFrAsDwciaOJlU4qab90Xg,Irelia,MIDDLE,0,3180,3941,71,15148,-1687,16.5,622.8000000000002,0,0,0,0,0,0,0,-261.92499999999995,-0.5686761525071624
KR_7575104521,4,100,tAwrryzgcvdHdG7sKkEYn_48IY7e6WVON-BfZF-yKjYcLTyE48Cw2RRj7pDN0OsDI8_Dtbak5hO7pg,Corki,BOTTOM,0,3271,2539,53,12254,-1687,-1.5,-779.1999999999998,0,0,0,0,0,0,0,-532.65,-1.173661480798134
KR_7575104521,5,100,J_f5T3K0utzWMxdhCdeGHU-U7AEfF3W9DBET2gA_Vyrk-9pUWfYeBpMCTb2US4TxI1Cfw5SWudtHRg,Neeko,BOTTOM,0,2286,2514,12,8536,-1687,-42.5,-804.1999999999998,0,0,0,0,0,0,0,-551.2,-1.2151149034218207
KR_7575104521,6,200,NAXF0GYCJjOx3UD6_jC76PbaxQTjbacO1XuAHDgXycREj4yKfPGFdDWh1WfoDQNroeMkRIFuLFwJ_Q,Ambessa,TOP,1,2570,3653,60,11915,1687,5.5,334.8000000000002,0,0,0,0,0,0,0,489.81000000000006,1.1112154192457733
KR_7575104521,7,200,xNWix_PWXYrjrSIQwoRlLeYyekW140nGjn5_JGQAlmVoCmF4hieqZnd9UBTcrelkRhMwBBocDshMSQ,Rengar,JUNGLE,1,4121,3947,68,16649,1687,13.5,628.8000000000002,0,0,0,0,0,0,0,421.75,0.9591226999051746
KR_7575104521,8,200,7SLto2ICAtmuNjC0Ug86-krsMRdTMplkRO-oKZlfCxilJzO5EpOWHpdpGOG4cwd19ySaCmhEaSifzA,Aurora,MIDDLE,1,3404,4060,66,12307,1687,11.5,741.8000000000002,0,0,0,0,0,0,0,610.075,1.3799699136844608
KR_7575104521,9,200,O8F-rTXvkSvIVAY_pLGrZf3hxtIJQ6_ZArN68bOWlnNsYnb3khmxGhJB_fCd22oFAzfq3MXyX-1Jbw,MissFortune,BOTTOM,1,3718,2856,77,16325,1687,22.5,-462.1999999999998,0,0,0,0,0,0,0,228.60000000000008,0.5274931268720188
KR_7575104521,10,200,sVibx8_rL19c4hFbSohyJ3CA8yMNIungi5tPi_xpCVvl7O4O-oyo6kzy_swYbL_Wy4wuh01qi4poXQ,Karma,BOTTOM,1,2355,2894,21,9163,1687,-33.5,-424.1999999999998,0,0,0,0,0,0,0,221.30000000000007,0.5111799201252311
KR_7575326298,1,100,3V1tRKF-HH6p2VsYYcGoCgnfg81YSfVDxGOrbAD1M_nb0U6uaZuBsVWw7LBp9jSRp6hCQDT_h6SSWA,Fiora,TOP,0,3555,3652,55,20683,1654,4.700000000000003,594.9000000000001,0,0,0,0,0,0,0,533.4200000000001,1.1791844123970179
