match_id,participant_id,teamId,puuid,champion,lane,win,gold_10,xp_10,cs_10,goldEarned,gold_diff_@10min
KR_7591774146,1,100,Jb0dsvR1HUVfx8UM5jmyxoqgSlsiwR_wH2FQJ_TZBOXXfCtKl0oH5VcPn_o2ds-G4pDnHuY3CQDfPA,Yorick,TOP,1,3820,4426,63,15510,1101
KR_7591774146,2,100,fp4g3t9KWpF9EHaF9Z2H9gPwdDqKyK5ZNjhiwvBppQQoYDQdtCvZzif3rCRj7DUIRjh_0KQT2m1Gsw,XinZhao,JUNGLE,1,3378,3114,58,11497,1101
KR_7591774146,3,100,wBKCLdk0sr5q0XWiDtDHfwGQpumMvnExbHSz7OPZc3X6sLVn-4aOcikT6YGpqDpgLOBw7STMTz6BRw,Hwei,MIDDLE,1,2683,3389,64,11938,1101
KR_7591774146,4,100,6DiAAJq-qfU4boZFScjia35_g9p7OEhPkw8ZZRklCmJeKUYnUpgHc48NjOWodEUEIQpHKwTcpaYR3w,Ezreal,BOTTOM,1,2912,3148,72,11805,1101
KR_7591774146,5,100,qf-ynaIEInmPxp0DIQeRXB830SMYv5dKuHtKEdQ9_uMfLNT3QXlZsdEmPtS1NhwV09ad40eGc3j3sg,Rell,UTILITY,1,2700,1716,11,9577,1101
KR_7591774146,6,200,NQO2EN2nbSWp8E9FJWdszybac94LU_kc32rocEydcg8ULtFUkleIejLyCO2kJKxlDv7kvWLMxF3x-w,Fiora,TOP,0,2264,2890,44,11098,-1101
KR_7591774146,7,200,NXrIBtSmwzzAQZrwZ5yQVKE2WweSjLtyFf5_uWmYP1sSrazRxOZ_1NcoUQPs5YxUitoP5G4KvDsbWQ,Zed,JUNGLE,0,3546,2861,45,11005,-1101
KR_7591774146,8,200,qv4nR_5igvOlYNGCj2b5n6s_zcjuNmcI-g3Pg1WC5eB6DQc1Vl4GIi5HvVJ-XfZJkPvCiX50iIGwAA,Zoe,MIDDLE,0,2855,3790,52,10258,-1101
KR_7591774146,9,200,K9z7SlM2euqrLLzSakMl95L5TpR0yFq-mQWi706iOS9xx63H9TK2hpU6bpdA-DoAg-mlIaL7jkUfXg,Jhin,BOTTOM,0,3369,3511,78,11499,-1101
KR_7591774146,10,200,MWJ4K0STiek7w1Z2AjpI_LE90X7NhpFdoRrdR-MFZ3W2QZw1OTrRomqdq-6djvXP-5th2MzRErmlGQ,Rakan,UTILITY,0,2358,2029,15,7645,-1101
KR_7591854623,1,100,ysJmnCtfN3A5OhI-9hoz4SEGQF7le1Px6JAPyKaklBbY083OvmswCe_eCqU2ry-yUt6x3GjYSRy4QA,Jayce,TOP,0,3446,4466,71,10243,221
KR_7591854623,2,100,7pVwTutPVZHdDzL1lqjU_OSkJUUaakSF7DSYy-L-4QkYVaMhmPrEtIQ5FA8rDf8mqNHS2FWmzNTuMg,Viego,JUNGLE,0,4026,3759,66,11942,221
KR_7591854623,3,100,F0hDUMWvDL6ad9obV0vHOeCrJq3f-QzdSB1vyLu1Uo48lS0IH79y34URSS8wdxTjJwUecYUjsvtuhg,Ahri,MIDDLE,0,2477,3782,44,8524,221
KR_7591854623,4,100,sPzrQcZDU21qzGRLtW2gamGDqPNQxEztFif-OOxxwUTPMPKGAGiEXeMaaQ26oUsedEWX1x02nGXrNQ,Ezreal,BOTTOM,0,3341,3382,70,10787,221
KR_7591854623,5,100,77f65m-oV2o8B9oMkBotv30myVk4YASVNBDPY8-9brJY4jYHBPfvjb9zhpkkX53iAKvl1y--O3utLA,Pantheon,UTILITY,0,2470,1763,7,7380,221
KR_7591854623,6,200,nepu07Rvoaak5PnZmRKDGcXC1eM6b7a3Fx5HGmJ9zJt_3Uuq2CHD5XEhytiC0piomAu2e9wEDvLg3Q,Ambessa,TOP,1,2787,3818,56,9554,-221
KR_7591854623,7,200,s-Uzwe0l1OeWmi253DYhire0rbmmBXIMzZkZ_YkFr73F2iiUvLxzQ-HV6EcpsjzRZJB1C0oKiJILTw,XinZhao,JUNGLE,1,3039,3168,56,11922,-221
KR_7591854623,8,200,VZuPbrLw4NQ0C8W_SYgxBlgxahsGSaCy6wfQXnSX3ajl9c3Vf93M9LQWmnHCFW7xxFEibUCBSAHNmw,Sylas,MIDDLE,1,3447,4280,70,11619,-221
KR_7591854623,9,200,rEL_gnIuqb0eVx05Geapw7EuR9GlZiE9tg75QUKr8dTeONVw33qceiNKL-YHN_cvQpRhpzraYZuNNw,Kalista,BOTTOM,1,3522,3113,71,14274,-221
KR_7591854623,10,200,OAYxS-DgPlXl6OUZvMFIe2NTJeOD5_hu4vy3bcMCFOMv1f4Dm5T4BvLEFR6-77-Bu4lxSmST8nbwIQ,Neeko,UTILITY,1,2744,2332,8,8195,-221
KR_7592021887,1,100,vgJCoYLzppYe-fiaDUivcypQZPfzXstutIBMyuZwsliBrGPKxCiDP0EW1pjvSubT4LyY3pgakWFruQ,Sion,TOP,0,2593,3909,52,7391,-2290
KR_7592021887,2,100,qgoAKOLsdcmLwS3ZhdDm0gzf2r5E4lyspwRjD4xIxE7dFgvVLBPDT60qLuNtNFaswrZV_AUCQFPYww,LeeSin,JUNGLE,0,2507,2492,45,7056,-2290
KR_7592021887,3,100,n2L_CD8JBHBxP3pRM11eI8OtyM714qJOOTt-VDvSfRUthLvY-rYZFJbnFuA0RNUgqRX6_WWy_RikMw,Ryze,MIDDLE,0,2610,3640,65,6801,-2290
KR_7592021887,4,100,evI0RjRt7-hJXtzPAwd_zPPmmZSf2RTeekQBHA1Lsxc0wmVtJ7087fU6wM_jhLKWZXNhEHpnH7n_Gg,AurelionSol,BOTTOM,0,3295,3211,62,8621,-2290
KR_7592021887,5,100,EKnURMJShIVB2HSHhvyBwTZCSC8z3abLFyY6UB4hY_0DaWpNS5b9ful9aSKyHv8zRLY0DA1-IAmHYA,Thresh,UTILITY,0,2590,2504,17,5191,-2290
KR_7592021887,6,200,mx3ns8X8hqZBFOxFRA3SsfY4PIlD6JkjfKlilgIFvJPdOLbOrstO6yGUKBUNbDlik3cpx3VEmlr4MA,Jayce,TOP,1,3078,4060,70,9294,2290
KR_7592021887,7,200,CmxieCbkCL018DnGXoeGKbQZUu71oppc2sqgVQF2pZgyA2D-EIy5IyPg4AK3nAPD4BvFEVggsf4AXw,Nautilus,UTILITY,1,2630,2575,13,6816,2290
KR_7592021887,8,200,pZLVhx45VjDZO8MU7FwtzORF86nQuqX7ZGAuiVzntRCSilXE_WeYWvH_z3ten0-pc8EuU3fmk6FwFA,Aurora,MIDDLE,1,3056,4069,60,11423,2290
KR_7592021887,9,200,GQGJxQYZNW94DwVY6sf08PzH-zuhlm1ntGbhT41Tl_W0mRiTgOeAwUwbPvOJ1quxjx3DH-oU_RtDmQ,Kalista,BOTTOM,1,3499,2802,74,12804,2290
KR_7592021887,10,200,A8jrTDHq7yGMiYmzxVX4WDwqe1vlcmcuwOgyYDIMSrQXkMaRBWb7gR2kXLSItwW2xwSq-ftZjVq1-Q,Vi,JUNGLE,1,3622,3300,60,9053,2290
KR_7592281060,1,100,Ub1VHsM1B0m1ctinxNljs2OZOvOXjP-fyZSQ3KxVgR_U1FnmEC1wzHDCP5JM4Vs6vuavFGta0WvxBw,Ryze,TOP,1,2672,3504,53,10280,874
KR_7592281060,2,100,8rAjYoa_nSx3wXyVxYCA_A9MMtp3xdgYzfsLi-it9iJYQ2zgbzORQjoCqCY1sKOWujmnS5jEBFwS_g,XinZhao,JUNGLE,1,3568,3333,64,14351,874
KR_7592281060,3,100,n2L_CD8JBHBxP3pRM11eI8OtyM714qJOOTt-VDvSfRUthLvY-rYZFJbnFuA0RNUgqRX6_WWy_RikMw,Orianna,MIDDLE,1,3122,3827,78,11813,874
KR_7592281060,4,100,Pls6BmiOUxP2vE__ThhVutovTwwnJ_wEgEMKLA5zPXf9MLIJkcBELmQl7uQC0DC3tJoF_r-2M0FP_w,Ezreal,BOTTOM,1,4167,3331,68,14724,874
KR_7592281060,5,100,w22pPAUfuEYqBuzTAS05J8FrqQRU_FXN7Bc-ul7_ZUG93BRK6pmKYaq-kw1mtz2bDQzrz4BL3qthUQ,Braum,UTILITY,1,2397,1658,11,8486,874
KR_7592281060,6,200,veVKEoOLFt2owOL4_-Y3BbQh5AOYe0ncC499EsFji_kAfUmLH1s2BUjejqPNdUDwXPaM3TsYmaPd3g,Sion,TOP,0,2644,3763,57,9125,-874
KR_7592281060,7,200,jWhjGAcj-FjwSPY95SXOJN6Nj-yl6WZsK2hj0T1O4SVp1NKw2DwTCJjvVVqjqUM07XDKw5lEeUKZzQ,Viego,JUNGLE,0,3615,3251,56,11176,-874
KR_7592281060,8,200,El3rOS907zz51jZBj2hGhOf2RUK_vF5qH2XNBie7Jm7B5zqjx1_L8feQujcjq5pgrLmo6-u3tn9p7Q,Vladimir,MIDDLE,0,2639,3789,50,8631,-874
KR_7592281060,9,200,Yfh3fEnwha6khSVWYWh4MMWzTwY8YI4RFtnVDBbDbyk7X7U1G11wZNJHJWZcCKjJnt9TurMsux_0ag,Kaisa,BOTTOM,0,2993,3273,67,12736,-874
KR_7592281060,10,200,8miwoXaXu-EB-EEW7JkvTAdHfgPo3Fkf8Cs9nhcFesE1fFaqM87DHS1t-vxgAvlYsDJUsC__bQwRng,Pantheon,UTILITY,0,3161,1572,4,8737,-874
KR_7592500960,1,100,5qQU7D46DaRI9FId_3Z2J4vvZQ5n3O6rLITR_QA0EvlCA5TAW0mSuQwpowisNciKehQN56Zu32kbgQ,Riven,TOP,1,2902,3852,57,13309,-1440
KR_7592500960,2,100,N4EJcR_R9gYsT-vFMlffXTlVwzyPzueMi8l6OsRcOvWY1Uuvs6DstgPVFT3L0G1CzlwENmK4yLosvg,Naafiri,JUNGLE,1,3980,3164,62,15656,-1440
KR_7592500960,3,100,Re2k97yK9Tr1yOH6FAHcK7za-cP8L7BMXVbJ1HAhixpxRdmRCBVjtVaOYFCIrSGw3zN6dL1NFBhj7g,Azir,MIDDLE,1,2743,3341,57,14905,-1440
KR_7592500960,4,100,uJb1dT8Uh_DvDYvi5irDUTSvnRqOAepFCiX9Gqzlmcq0FpTOf_wusYlF9GStCAe8szqT94M4CVOZQQ,Kaisa,BOTTOM,1,2744,3082,66,15814,-1440
KR_7592500960,5,100,5K2DhK1ciQwYQGr5vWidjUwR7RPnhJIuUvpemPp1cscWRbTTc0tbLw2smcqTBEWs4no5vxv-YkbQ1Q,Nautilus,UTILITY,1,2196,1774,14,8287,-1440
KR_7592500960,6,200,0z4kq3uNa9sSLpH5T9nUi84QFYMssN6RX67ln3BkKQmgivcYtif_dmN4r3QS8wU-pCsxE8jzj9d3iA,KSante,TOP,0,3391,4592,71,15237,1440
KR_7592500960,7,200,qDtHds-4bEYmINTXKCIlJFlHlrX8kwnkHnNqplMUzzD9QLBzo9yeTyka5xZesrw33KhPODW-6M2cAw,Gwen,JUNGLE,0,3332,3041,54,12547,1440
KR_7592500960,8,200,5mHBno_pUqjkdsHnYgQ_Gz_AfHZTx9pvP0WYNglDss6bXRr0POSHtHyddvdiMvIqeOKfjOqvoXZ50A,AurelionSol,MIDDLE,0,3302,3827,59,14886,1440
KR_7592500960,9,200,-Iz4BPzw5Fk989ZbRyCpmO_wtcnJhuSqY151NvDs63gDT3d8rflNXiz_PIiZ4RvarvsoknWkeh2f-A,Varus,BOTTOM,0,3264,3260,69,12384,1440
KR_7592500960,10,200,NfXOhNHLJC1eBLO3C23a8mPy0evODtLQE1Ect5wMfhKnidfJ4ivWZMumiGE4NTwzf1xJTOdI_Ry38Q,Janna,UTILITY,0,2716,1972,7,10426,1440
KR_7592865759,1,100,kbapmmjzV-9Xl6kdMZUf4GlExuP5Tk2IaQurk4xmv4XB-FAdP2O2zQUKHwqUjRvfNMysduD2Gf6_fA,Vladimir,TOP,0,2819,3608,55,12990,1629
KR_7592865759,2,100,UrfQEBsXA1UT1iAi3WCBc0V5LJaFFvijwwuoBMnrkJJk8MAANn7fAdg8j-e4C8GP6-nkBRH0opNymg,Talon,JUNGLE,0,4505,3879,70,17684,1629
KR_7592865759,3,100,6yFpzPNI2bZIhwsf49wnMRdy6-lcGtu1xpTkFz63xu8XXuZA4vRpHgyWTgo6iPTY6uoitEqVvFJV4g,AurelionSol,MIDDLE,0,2620,3781,62,11748,1629
KR_7592865759,4,100,dSuaBqUzDwvzyNbwAD1kdQsDEzRWvMez3gWkV2a42i8I0se32xsI0pa4OYT-p5bnJUZBysTnc35AbQ,Jhin,BOTTOM,0,4183,3054,67,14127,1629
KR_7592865759,5,100,sZYmIBDEmkmduBSK3E8YVOsiNmskKjfekTX6Fyt1Amkaqytp0PdHIiB1jGPUaTvh_CfnI1n0HDBRGQ,Pantheon,UTILITY,0,3106,2601,6,10089,1629
KR_7592865759,6,200,SUC-_TVeNFq7J2hGuUmmxZ4lAP0KZp6mjLNjJ7yq1PtN9zKU3N5UAV6VNDKrjtQCcLzxZujpSSqJfQ,Ambessa,TOP,1,3048,4044,58,13799,-1629
KR_7592865759,7,200,lo8TGOlVrYpAS5bDbBs4EQke5aLuvrxD9dz7pAORw7vwe4_r-dsrvX5UNt-hh5dunOegAnT9A5riwA,Viego,JUNGLE,1,4198,3646,73,19609,-1629
KR_7592865759,8,200,OGgniyK8lGxKCNEQFkvY9-jAAFoooC4Zl3EuI5rXsu_fTGV8aGCR2P_J1JnlUNR-iURtvpp3g34vXQ,Aurora,MIDDLE,1,3679,4112,62,13502,-1629
KR_7592865759,9,200,pZz8D4qNnUJnaSGPftHB4M_LTBjWKuodHIKOOp7JKY680Vz1hB7Et2cRgT5bCbbJ1eJKxQ7kLfDePA,Aphelios,BOTTOM,1,2611,2914,58,14607,-1629
KR_7592865759,10,200,ih9aQPPW4xMADtvB4IkZF6Fyv_mPWxSNnFDl46UphaFASrSpBSK7PO9BVCCb-s7ABV9L9fGPbn4StA,Neeko,UTILITY,1,2068,1771,9,9281,-1629
KR_7593035283,1,100,ZjD7btisgd0Qh22CXJEoB2BnAJanxb-CCXGFiw4YYm1_IGjOov560513tmjQpxau4bqcnAPkl376Zg,Yasuo,TOP,0,4074,4822,68,14207,765
KR_7593035283,2,100,xSTMyQ8dMh0KJSqfW5m2R2T5rLKwbIbdDPrbErukzd32snuGKVl8ZUBHEfZzf9h_23zSNYuX53TkGw,Vi,JUNGLE,0,3201,3309,63,12555,765
KR_7593035283,3,100,_ejWy88cj6_JMIhiBi6kkJtRefxkNwU6iTz7uYEaI-iuUSY2dKndZADQkLfFqpsbYhTDnpQ4Y58VVw,Diana,MIDDLE,0,3652,4329,67,12684,765
KR_7593035283,4,100,fcdn7ntHGVjS-bixyzxEqH_ykTqJPXwh_Bdy6X1HX-qQrEQZvhQQvM9jtnWhFXNJEuCjplvA79RnXw,Corki,BOTTOM,0,2825,2709,61,13266,765
KR_7593035283,5,100,wSF2JN7xuWafldX58NpFPbBTkzGFxoKhHzmrZfS03UbA3R66OAsJ9UNRjZoF7sc6Ep-X23prGsh6Kg,Nautilus,UTILITY,0,2455,2066,11,8469,765
KR_7593035283,6,200,oajIfY2cV8cLXD0ItzURaYDhD-Jr9zZHw3NhwYLY-lcIYBlFi3fIN-07feYAcKs9evX7mLcyi8VMvQ,Rumble,TOP,1,3070,3921,65,17395,-765
KR_7593035283,7,200,KXcrg41HVhY65CdLceVcmUPALkxxKQz7NZViiFT8ZOT3VnJM5CNcC2hy04rpzypHOwdKUSsUtSl2PQ,Viego,JUNGLE,1,3258,2950,55,14260,-765
KR_7593035283,8,200,Q93BJJns6XG4v7eaoyyyl7zJPshp7IuwXcJAL9tV9KSyTyhMr9xcNiglnLeCZxzbj9T4NVfJ1a-IRw,Sett,MIDDLE,1,2807,4060,69,14716,-765
KR_7593035283,9,200,dSuaBqUzDwvzyNbwAD1kdQsDEzRWvMez3gWkV2a42i8I0se32xsI0pa4OYT-p5bnJUZBysTnc35AbQ,MissFortune,BOTTOM,1,3864,3036,82,15521,-765
KR_7593035283,10,200,kgvVk-ltaUrhL2ilXSQuQZVGkRx8moJf7cL0UkdB437_LzOUynPFUMe89AoBJcpUM1Ho84ZaKR6l7Q,Alistar,UTILITY,1,2443,2821,12,9722,-765
KR_7593114288,1,100,5e6_hOznQ3QLNBkfIU1K-acLiOU8cjv1CLWpsMEUW86MA8WlnhoQxr39Av8V57__2T887OY3tgEFxw,Rumble,TOP,0,3186,4256,75,11075,315
KR_7593114288,2,100,KXcrg41HVhY65CdLceVcmUPALkxxKQz7NZViiFT8ZOT3VnJM5CNcC2hy04rpzypHOwdKUSsUtSl2PQ,Viego,JUNGLE,0,2381,2529,42,11672,315
KR_7593114288,3,100,EFpkBomSBKXTIctRxPGtzoh5efmXuyXckqvEWUHZabtUMioQfdG2VFv5HWSYEZpYorZcZlSstIulZw,Sylas,MIDDLE,0,2679,3755,62,9197,315
KR_7593114288,4,100,wpjNtkZCe9N_CaYsQcphpzSNFqOWnX9woboOlqM4SYhXhd0MuCaJDecPn01hp5oRxfdlsAEyoTSEKw,Kalista,BOTTOM,0,3979,3486,77,12541,315
KR_7593114288,5,100,KTCA0lVveKk__IzWeiFtctikSfUiagKDL_uxOxQjWu8a-icgFVGDxrv6G19B4cYbXjF_n4RpVxTyug,Renata,UTILITY,0,2529,1776,11,7058,315
KR_7593114288,6,200,-Wc5gxLmMlM_7_VVOp0dvgbA-XH62BxpiWPdT2eQKW1YHx8F89RYiQ7IZ_Hfmrjtuc4tFTudaRVOOQ,Gwen,TOP,1,2780,3553,60,12100,-315
KR_7593114288,7,200,hOEU-w-oxYJEjZ-eHbMRsbwjG5JWOFXu0OXWHCVQKpAAGcKEqH8ffNKTsJIG-2RLqgbGXbx9f0omFQ,XinZhao,JUNGLE,1,2911,2747,50,11572,-315
KR_7593114288,8,200,DgUgHHcV-8z8TwkW1nMWpFm0AbCmB3IoWYI73NNQuHMbp9WxmHwEkqCDK9hkoZzI4yYFfK0dwx_muw,Akali,MIDDLE,1,3739,4429,75,14473,-315
KR_7593114288,9,200,UCc8s7MRKnYIkcG5PMT4CRxj3CUYNcx2kJDPc1ZbKjd_VJWpf6TEJnfsEuoyhsx-_Yl4-V4-pH3Gxw,Aphelios,BOTTOM,1,2593,2558,48,11134,-315
KR_7593114288,10,200,JPmTOuN84pLpx6RYufxGNxv1yNlSx2tEZBmDQr-wWS1S_rhrYYoG80sHj6QchMxLv5DMzyqQgDK5iA,Alistar,UTILITY,1,2416,1286,4,8143,-315
KR_7472126518,1,100,gasziEBkt_1s7AeNa3M6uuN9lfH22IEH42mj3IH89g3oHs0zQmfIW5kSwoz3AcG4APaBkyunDPFzmQ,Yone,TOP,0,2702,3708,62,17662,-1838
KR_7472126518,2,100,RRCsnLDjEP08n0qQ3fwpS4wrUqpywDg0CmY0869rKmmnrPFnIB6PpIniQi3CDS97Mawl-EQ2yuUBkQ,LeeSin,JUNGLE,0,3167,3321,64,12198,-1838
KR_7472126518,3,100,Ykc_EYXdieLL8iJqgAf6ifeV8YZwvHgqzBrT0EUBc3UEB3DqejIYLDywBZBLqZKnY9_RpYlHIR7byw,Aurora,MIDDLE,0,3376,4113,63,17319,-1838
KR_7472126518,4,100,avK68eR9GMYwFAXKRVAycazcPtWcC2YqxitRNKPWg_lqwDzES6o1j6YdnG34TW68DKmHFMsA5ZHLgQ,MissFortune,BOTTOM,0,2991,2992,77,13740,-1838
KR_7472126518,5,100,0C6cqvEOF9C3USGNiigGinDglsJhews6EA14cGgfKdLFDEfcqk7CTlBg6GiW9YmGUTagyzFIrFWI-Q,Rell,UTILITY,0,1898,2218,15,10970,-1838
KR_7472126518,6,200,uomnBFqhXP8jSgvG__jR6wNO0HEE3frsDHF7CKFKwAFO9x5KTdjXn5Q1hD2dITIOFtehLb1WTw91Qg,KSante,TOP,1,3179,4430,71,12785,1838
KR_7472126518,7,200,2jL233S6UOB2yZL5qu6c5yBSfO1ybWoDsNLtAVstenDBJK3UvGQ6nxtCPMOCmIpDiScvdubLmHZixQ,Viego,JUNGLE,1,4112,4512,80,15973,1838
KR_7472126518,8,200,TmoBUOPhThfLpD8Z19uUZAE98xgDR-DOCuZ5rjw5FUIZvnf6WAciEjeCjLiCjhhSqMLi-NSWsk7B1g,Viktor,MIDDLE,1,2857,3914,73,15307,1838
KR_7472126518,9,200,DSUwfOQq2SfglMCsbDo772teipKbAhFnHfDS3PLVBW1BZWUZqkbqNQ48AUaIkeW9UIGiAqB6eCS8gQ,Kaisa,BOTTOM,1,3139,3221,78,19548,1838
KR_7472126518,10,200,RvPsTvoBD_BOtaqsKO8_BX0Vh6Iqe7_X3ZBNMQyB7oFWkjIfsjktbTWIcCeki5HXPGFNt1wiA9PuFA,Poppy,UTILITY,1,2685,2738,16,9778,1838
KR_7463537039,1,100,hwY8zywAVCnBmb3JhNiTKWLzOWtyT7wO2F4K9uPmf3V6uHPURZo4QiwSIhy7ot0LXkBF8TyyDUGDJw,Irelia,TOP,0,3660,4044,73,9768,781
KR_7463537039,2,100,sMhDKMzvA5uZSz-QQOFOA8v52OgEdBIx0MIYXpif63iz1MzgHvHDRdebDPkIZlMgxjubIWFIZuS0hA,LeeSin,JUNGLE,0,3206,2830,57,9567,781
KR_7463537039,3,100,l7QHkgo5fUyum70PzlB85XP_qi8NvSxG3NdqneRG9KnlpojA61Y598aYKmzBRugHKaY8bhGZhvQYlg,Leblanc,MIDDLE,0,3527,3972,61,8764,781
KR_7463537039,4,100,JZ_EupCAdg4A2tFMAj_5VbszWop97hqpLwjBCkZxXAg1ZKDhrzW8D7h3gzBy6GnFqTtM50eZdP6mEQ,Corki,BOTTOM,0,2594,2314,60,8069,781
KR_7463537039,5,100,ppaIDBJyoz4HyqJBy1CjnMNn50hOYMDrPIWPAYZe1zGZO5ooWO2dV9VNVwZHPG95xlMh66VN5fbK6w,Nautilus,UTILITY,0,2267,2620,19,6089,781
KR_7463537039,6,200,MabvIxFgnYOelNeLHN-FWSKwCkTutcOi9I0Ha87K1Nd4QrdCNZaiLhksE8YNBfoo6yVD5sIPe7fnrQ,MonkeyKing,TOP,1,3341,4210,68,11511,-781
KR_7463537039,7,200,wFCquNUpr5N6ftxfeOV38Ep65t7hMAt-SKkfHq6aRnG-j11oBaeKOVzNm7bM3lM7szpDv20sBWYDrA,Viego,JUNGLE,1,3390,3690,73,10191,-781
KR_7463537039,8,200,JjX5kGAaZaX_mEoqFmilcNRjyGsu-STgreG40S9QFzRQCQ8SlEcsBNCYtQcP9ExK8b1QeXyiIRHaUg,Aurora,MIDDLE,1,2873,3858,60,11059,-781
KR_7463537039,9,200,X6P9B6Kj1Taa_wKw97cCOCR4JQbnpm4CJPh73nKj5juH1qdjKXq5IUnaYFO5l7BLhQU19g9_Sf10dg,Ezreal,BOTTOM,1,2846,2668,69,10363,-781
KR_7463537039,10,200,s7-zMDqOHaA6CNCuiA2U7e6p9ZWyobNy5OwF3HMQkSSPJzqpey5yrTqroM0dwQcMV4W03YfSpnBz7A,Braum,UTILITY,1,2023,2853,10,7228,-781
KR_7472240456,1,100,hnjD_qsDAUQQxIhnOhk7dgdDDaRw1SoJoiVIeRPz_D7UVMKYlqdKqIOh9BTVXZ0KRgsbM2gV9yqdhg,Jax,TOP,1,3089,3986,44,10468,-213
KR_7472240456,2,100,C3KgapaFd6IAQ1o9JFTiT732jarrBiXtYweAjyjZioq8J-7CLcdknsFYHnheRNt5jtB_xksoRKSI0w,Graves,JUNGLE,1,4377,3074,53,16007,-213
KR_7472240456,3,100,_IDoagFxk4Sba9krxqIOMFU5NiyVehQEfVRUciyMHZwLxlSj28mX_iMT_vUTFtWQEs-nzlxNpdHdNw,Galio,MIDDLE,1,3653,4012,69,12234,-213
KR_7472240456,4,100,GJtuiKc-mrfVwcoaJNwvSX437i7ZjUYzLzKY2mtDdHZ-rW7pRX_k4kmGd7SSSPGy-4GFnScxK7NZ9Q,Kaisa,BOTTOM,1,3285,3242,62,13423,-213
KR_7472240456,5,100,4oGIB2FgSNi1xvfafaROkv10tP5kVW5n1YuSzESsr5spcfFYFN5FTN3aCgaxQQrgm34nDqwL-N_fRA,Hwei,UTILITY,1,2251,1630,12,7550,-213
KR_7472240456,6,200,EgW4ZvOs3aCAvC7OVrgERUU-mU76zq-PyccptDk62vE4V4Ym9AwpFZdbvnX-bOnhuKA_XUT_5DQKAA,KSante,TOP,0,3106,3863,53,10820,213
KR_7472240456,7,200,g3FFjEe-iLD-sRtceJQmtj9dfyVkPJfatazC8rsbcBdUIoqO1vjViUl31jhAqNQMI9dm1x5UZvb90g,Taliyah,JUNGLE,0,3445,3203,62,11455,213
KR_7472240456,8,200,slfMo7EHx2dL56BTAdhboUgQfGyw8CGcF3vLlYfiJQYQX_0tWsTjWFg0rmj8goecighSSWPb1SJMVA,Qiyana,MIDDLE,0,3676,3567,62,10190,213
KR_7472240456,9,200,Yfh3fEnwha6khSVWYWh4MMWzTwY8YI4RFtnVDBbDbyk7X7U1G11wZNJHJWZcCKjJnt9TurMsux_0ag,Jhin,BOTTOM,0,3978,3303,68,11316,213
KR_7472240456,10,200,Y9qTNlyWyLljcD5QltyOkS2RI5VHNgk-z-psJbqapNbn3nyqOxkZe4ngxfSNLRAQce_gzvp5RK1lOQ,Karma,UTILITY,0,2663,2071,12,6832,213
KR_7472324067,1,100,gAALkoPx_bYcgjDacvAAhnfFtT6hYaBFYVaO1e8yKqfBGKK3ysgZVJoxxfBweaH1Idhne-9BYdNVvw,Yone,TOP,0,2511,3345,50,6490,-2375
KR_7472324067,2,100,1YBY_KZuDW8RzGh-wiCKDwAdUTpnsnILCqGW9bN8EsXFc-cnF_oDKO3uL2oh7W2YH1jt-L4XbDmAOA,Elise,JUNGLE,0,3263,3062,51,8427,-2375
KR_7472324067,3,100,ih9aQPPW4xMADtvB4IkZF6Fyv_mPWxSNnFDl46UphaFASrSpBSK7PO9BVCCb-s7ABV9L9fGPbn4StA,Talon,MIDDLE,0,3439,4171,63,9067,-2375
KR_7472324067,4,100,lUa1vBYgUymK34Qlxe7pCXLfgWq4aJbc9ePU6UVN1FMlywoL8G3h_is3bYVNY3lO0ZUxm59nr5tXRA,Ashe,BOTTOM,0,2933,2875,59,9039,-2375
KR_7472324067,5,100,YvWr4b6HjU7Js7Tt61SpXFsutfYde-8kGjy3rKvnMJmvSM3hDpXh8UsQ9hw3nDUOznnH43Hh7N8VCg,Poppy,UTILITY,0,2516,1544,7,6098,-2375
KR_7472324067,6,200,K0DUV4BpL07rXE0_pgf92mTosl5KSFsznwvgbVdQ-KjlgYyjESeAuqmu9-fgVEDFoiSXysrEAd02AQ,Rumble,TOP,1,3862,4991,69,11009,2375
KR_7472324067,7,200,umX1zpxnR9q9fk2gxLgV_vHH6vWeDT9DwvaNuEU_T4v50rd6F8AH49eB1UhM-SJI2Yb35fDpJVSmNg,RekSai,JUNGLE,1,4195,2969,50,9185,2375
KR_7472324067,8,200,qrc6YSl3R6wULxBBPqZpM-RoQJOaS6vfFiGUR7v3Azt_LR5sZCB9bm8McGxQRPmZ2WZAsTqLMRSjcQ,Aurora,MIDDLE,1,3132,3757,62,8377,2375
KR_7472324067,9,200,BxetTy-wDznh0E8yeKVwKcjjJ_xCUv78crE51aCD6NphkJEhWG6bpKfJrAD1QKxMMOqk32v3w9V30A,Ezreal,BOTTOM,1,3358,3463,69,9724,2375
KR_7472324067,10,200,uA0FJJlBje30fvjXrMh4PAVg56woPX_aO0ktvWsHfdjn1b0DKUQJ3vSp0oWIG0VkEu5cK-HjEkW2aw,Galio,UTILITY,1,2490,1896,9,5761,2375
KR_7472410623,1,100,65PYEL7YNqNvPBNGKOO1xCu-Tww_2cOHTNvh1WPSM6OcGrgtgCR_Q0BoWq5i62mKoPeFX_Z8E-uw1w,Akali,TOP,1,2907,3288,45,9806,2501
