match_id,participant_id,teamId,puuid,champion,lane,gold_10_diff,cs_10_diff,lane_cs_10_diff,jungle_cs_10_diff,xp_10_diff,solo_kills_15_diff,team_damage_pct_diff,damage_to_turrets_diff,vision_score_per_min_diff,total_damage_taken_diff,kill_participation_diff,kills_diff
KR_7461719584,3,100,hVPzeZALU-SPFNYByN1YOqA16Twwxyy30i5B0AoXsVa-ADZ6UoACZxF16nYPFG4BwKHubkrWaCHTMg,Lux,MIDDLE,-1310,-9,-9,0,-149,0,0.044055173337856635,4332,-0.4303682512585786,-4978,0.06710158434296365,2
KR_7461719584,8,200,wfD8o6pksilt-AWa_8zCTnMueyVILJ4eXxEFvuNHulBwFrc0c0Id03DJ7hY9zoqXlzAaRAOsCuzI_A,Ahri,MIDDLE,1310,9,9,0,149,0,-0.044055173337856635,-4332,0.4303682512585786,4978,-0.06710158434296365,-2
KR_7461831539,2,100,g5Np9PJ49io_MIbasRrBmEyOZv2zW9MisHw6Gj5ncteEei4zynsECmfMZ0e_WxILp7iAeSWccChC6Q,Nidalee,JUNGLE,-674,1,1,-23,-1272,0,-0.0704524754056024,1384,-0.6463038805466037,-15742,-0.02766798418972327,1
KR_7461831539,7,200,lzXAUGcPkHXtpt8ESwzLeVMV6ea-YfhCdmlFlnxas6IbRka1bnq1ftEIoHGboM_NJqJT1y56EPjeQw,Viego,JUNGLE,674,-1,-1,23,1272,0,0.0704524754056024,-1384,0.6463038805466037,15742,0.02766798418972327,-1
KR_7461831539,3,100,HY5V5k0b8-4Cx0tf8kUyUkfWNRezfInG6VUDUgDnQmm3gkGZEeAnJ_5D3vPAt5b31xzfHNMsA2Sq2A,Corki,MIDDLE,238,15,15,0,837,0,0.0024940108163818975,6958,-0.16014311461554054,1100,-0.19762845849802374,0
KR_7461831539,8,200,6dJVL2dPnkQAQjmaBWrnR8UxkQJ4b6Vc0tr5aetSsbyoWyeA-q2MniZYxA3o0IRNerqjYCrwURHLJA,Cassiopeia,MIDDLE,-238,-15,-15,0,-837,0,-0.0024940108163818975,-6958,0.16014311461554054,-1100,0.19762845849802374,0
KR_7461831539,1,100,Kf0x5W9HSaLB3nSZR2c_m2BpSIdYz3dM8IC_F_ySVnl93slBSAp_yclIVsMf_6lvKrSz-KInvSKbaA,Jayce,TOP,1876,38,38,0,1980,0,0.07533255850843068,5354,1.0230264003863778,-2572,0.691699604743083,7
KR_7461831539,6,200,T8tLvTlFi379ZYVL8ZDM8BYF9GRQcvQqevn8Zs3Qqdvj4bdkG0u2M0FnmEPVfw-YZPW7We6vQeH1Qw,Aurora,TOP,-1876,-38,-38,0,-1980,0,-0.07533255850843068,-5354,-1.0230264003863778,2572,-0.691699604743083,-7
KR_7461989772,3,100,8m7iOerPiTCDKOlbP8icjauELmc5ZCvqtVJkdFte_uu7VswhiUR1zuvVZOBXX1oSH5JcUsYuj-pLEw,Hwei,MIDDLE,-619,3,3,0,-110,0,-0.1688039578218732,-5233,-0.34385734718831296,1809,-0.5295698924731184,-9
KR_7461989772,8,200,JYUDF7bS1t4U7dDtyL9NAqUoXAqqhthJ7VYj-uNWHu0eQJx0ga9MDWIln04AWJK_3tQw7phdEj8emg,Aurora,MIDDLE,619,-3,-3,0,110,0,0.1688039578218732,5233,0.34385734718831296,-1809,0.5295698924731184,9
KR_7462492891,2,100,FXmDcUK1nvouSgXGJQ2KzNsrjkOwRlZ8m47Mf6CP2LGnG4fZS3ZKc22s_-Yiejhh4epoqh7b1jyy-A,Vi,JUNGLE,825,1,1,4,540,0,-0.1049849938228878,534,0.3407814576254409,-11651,0.07285546415981203,-5
KR_7462492891,7,200,7I2hI9rCWItYACGGa_dC1lAtbX1Qw-0IMFI92hQAPBUUWT3XxoDIU7ZVMsbyNEgPcQkxShvQ2kfycg,Kayn,JUNGLE,-825,-1,-1,-4,-540,0,0.1049849938228878,-534,-0.3407814576254409,11651,-0.07285546415981203,5
KR_7463216397,1,100,aLdGTbpKtagHP4TxcaUTbL8xGp0o46vgYsq4RcToUy4WOFquUrt4SFO1MWHwZgTjX93fnl2vUfdIvg,Tryndamere,TOP,1174,11,11,0,54,0,-0.10282326988584523,16906,-0.012185835785696153,3159,0.11029411764705879,0
KR_7463216397,6,200,pe-2Kv5wEIejJdxZufMSeDttAoMOFrBjiYqg1Wv1C_ipvnVJG6BZltJEK0YvzG001InW1CO9Aw8r2Q,Jax,TOP,-1174,-11,-11,0,-54,0,0.10282326988584523,-16906,0.012185835785696153,-3159,-0.11029411764705879,0
KR_7463298760,2,100,zMBiHs0VR4ipu5Gjapdy3iGt-RIpIgCi_0HL8ayQxqdVErIIlTNKjOib8p0zVwk-ulz6sWXpmOxqiA,LeeSin,JUNGLE,-1188,-1,-1,-4,-785,0,0.008447396620031716,-968,0.05114659214701134,14255,-0.0641025641025641,-1
KR_7463298760,7,200,c3p_hWhPiMvzGpfMUBCvwjoZmtbt6ugKqWHXIM15Xjy139iw8xkTo1J980pYTHuh-6EGy0jnhb5arA,Nidalee,JUNGLE,1188,1,1,4,785,0,-0.008447396620031716,968,-0.05114659214701134,-14255,0.0641025641025641,1
KR_7463298760,3,100,EuvEAvlTv2c9dUDkVdMOKMUO3cSwxKFv8euyrNjpLSTNk_Q_CDTtdPXiSc1R9XW-0WE8XDK7EUyOaw,Ryze,MIDDLE,198,10,10,0,462,0,0.06489223521113499,-12616,-0.32064130745457387,-4893,0.0064102564102564985,-3
KR_7463298760,10,200,xq48jMSekE3VuLaHXHMqrr88eZqIjVWIEqdMas2OJiqmgxQ9-sS-Pohlm6toVVF3Agr7sl9RQ5wong,Sylas,MIDDLE,-198,-10,-10,0,-462,0,-0.06489223521113499,12616,0.32064130745457387,4893,-0.0064102564102564985,3
KR_7463298760,1,100,zSdTtNGm3-OZ2BO9i32NBI_RbzM9_WfJAFTE_XMSTOyvLwjXft8o_Q1T1oLAkuPnT5oN7VyG3LfoOQ,Camille,TOP,30,-17,-17,0,241,0,-0.02376211094664918,-5426,0.3367642911014581,-3708,-0.08974358974358976,-3
KR_7463298760,6,200,MJMMocHcZn2CHIPeB1GGDKjPZ-oe4wSCfbMBhPHJj_1xEDHK7IG1juK-xEMTu0Io07zqmrSvMSd43Q,Irelia,TOP,-30,17,17,0,-241,0,0.02376211094664918,5426,-0.3367642911014581,3708,0.08974358974358976,3
KR_7463349626,3,100,swSrWcQXIpzh318kAuCdayXkTi7vKoiVvQt7qdLE9xhFkhCbMfEOg5bcCnrw0O53-5dAgFxhpHSGAg,Aurora,MIDDLE,-309,-5,-5,0,138,0,0.013503461694270302,-7471,-0.121258413002579,8293,0.0757575757575758,-4
KR_7463349626,8,200,VmZmdFAaxL_f6ZhBod1oa46zxmn6FiSWqvRnNEuaPXdh4YAapUyh207hGhKAy9reiwvnJrR2NWIRfw,Viktor,MIDDLE,309,5,5,0,-138,0,-0.013503461694270302,7471,0.121258413002579,-8293,-0.0757575757575758,4
KR_7463424927,3,100,yWTIpO33rzAq5xJw3SBhQ47Ja2_zBFNVpYw3DgdXyuA_usde9LBN17IGVIA3mbTKRrEhNpde0v-14w,Galio,MIDDLE,-89,69,69,-70,910,0,-0.03064858717413879,174,-0.03694866164104438,-15759,0.08241758241758246,-1
KR_7463424927,7,200,mlm0JtHe6_GkM_q_8zaeoV_JvpSSJFcst4eLsdEKplI7F-XDyQC0Ii1OmA4OPIFIe5SyLg1nGWtLoQ,Viego,MIDDLE,89,-69,-69,70,-910,0,0.03064858717413879,-174,0.03694866164104438,15759,-0.08241758241758246,1
KR_7463482624,2,100,JqNPa4M-BVNa95KNPGdweuSC7-k1GbJbvGhsHj2uo4xfFjNJ4I2wQUdMfUGN6iLI_mHMpqymJskrwA,Skarner,JUNGLE,190,2,2,9,212,0,0.025057085590398903,-2109,0.1447809801921034,16927,-0.13333333333333336,-2
KR_7463482624,7,200,ZUMR-Ilg-ODsa9sRy1u3dfvRiI1BsRp_gQTR-FevBqFKFJndfuUbA8f27J1puaT6Jm3Umg8SDXnrVw,MonkeyKing,JUNGLE,-190,-2,-2,-9,-212,0,-0.025057085590398903,2109,-0.1447809801921034,-16927,0.13333333333333336,2
KR_7463482624,5,100,aGORlgrfTNwlNjyxVw1mtJnD_4r1XqN1ZHyJYWz1o3aMAxPYw51VX_5RLDOTp6O3VhnzA1F7zBw69A,Nautilus,MIDDLE,-768,-69,-69,0,-1617,0,-0.1420671980392627,-5176,1.8787695431710305,2557,0.25,-2
KR_7463482624,8,200,dwcfaZDtLTmUfnFXnZ7ZaH52KCz_V0RE6dBvAzWc9-bXn6_vzJOYsUrRsdLh-LIHGr8r6OcJYM1wHA,Viktor,MIDDLE,768,69,69,0,1617,0,0.1420671980392627,5176,-1.8787695431710305,-2557,-0.25,2
KR_7463482624,1,100,Gj8G4RbTxkL4V2iLdONzhga8JCnBxmn3JtRXHViyJ-sTbSXkkIT0KX9a3IvM7Eze33UHfpvU4bAzOw,RekSai,TOP,-999,-33,-33,0,-709,0,-0.11851443672061507,-13159,-0.09024304140567263,9919,-0.65,-7
KR_7463482624,6,200,r1DzTSYoYOyKDMZwFbvv-lYEyWK-4d7gulV4K6da1Msrtm7F_5TIQ84S4ShcwhtdseMTWNUGFssd6g,Gnar,TOP,999,33,33,0,709,0,0.11851443672061507,13159,0.09024304140567263,-9919,0.65,7
KR_7463537039,2,100,sMhDKMzvA5uZSz-QQOFOA8v52OgEdBIx0MIYXpif63iz1MzgHvHDRdebDPkIZlMgxjubIWFIZuS0hA,LeeSin,JUNGLE,-97,6,6,-18,-654,0,0.023961902295404514,59,0.22426038775583357,-5061,0.2872727272727273,-1
KR_7463537039,7,200,wFCquNUpr5N6ftxfeOV38Ep65t7hMAt-SKkfHq6aRnG-j11oBaeKOVzNm7bM3lM7szpDv20sBWYDrA,Viego,JUNGLE,97,-6,-6,18,654,0,-0.023961902295404514,-59,-0.22426038775583357,5061,-0.2872727272727273,1
KR_7463537039,3,100,l7QHkgo5fUyum70PzlB85XP_qi8NvSxG3NdqneRG9KnlpojA61Y598aYKmzBRugHKaY8bhGZhvQYlg,Leblanc,MIDDLE,619,1,1,0,109,0,0.040562213898387794,-5308,-0.013758198714944658,2820,-0.06545454545454554,-5
KR_7463537039,8,200,JjX5kGAaZaX_mEoqFmilcNRjyGsu-STgreG40S9QFzRQCQ8SlEcsBNCYtQcP9ExK8b1QeXyiIRHaUg,Aurora,MIDDLE,-619,-1,-1,0,-109,0,-0.040562213898387794,5308,0.013758198714944658,-2820,0.06545454545454554,5
KR_7463537039,1,100,hwY8zywAVCnBmb3JhNiTKWLzOWtyT7wO2F4K9uPmf3V6uHPURZo4QiwSIhy7ot0LXkBF8TyyDUGDJw,Irelia,TOP,403,10,10,0,-125,0,-0.024835298708360293,-4695,-0.16356876218268712,4898,-0.014545454545454639,-5
KR_7463537039,6,200,MabvIxFgnYOelNeLHN-FWSKwCkTutcOi9I0Ha87K1Nd4QrdCNZaiLhksE8YNBfoo6yVD5sIPe7fnrQ,MonkeyKing,TOP,-403,-10,-10,0,125,0,0.024835298708360293,4695,0.16356876218268712,-4898,0.014545454545454639,5
KR_7463591250,3,100,3Zrfxk1yrsizXJrV85e7r-ZyxguwMT2SawMKj6vYlR1NVshXcG-37OeOlh8dWBmrEpZCPX3P6Ye5VA,Neeko,MIDDLE,-576,-2,-2,0,-586,0,-0.07021280417362522,-5650,-0.40567626521157296,-5177,-0.2690476190476191,-8
KR_7463591250,8,200,EaJ-swiT5vtyI6E3SKO3QbQK3vFDrDb3nDVGE64MBag9OMhnyd8eI4Eiq0O1ClTr-NWSHuKTpzV_QQ,Yone,MIDDLE,576,2,2,0,586,0,0.07021280417362522,5650,0.40567626521157296,5177,0.2690476190476191,8
KR_7463650347,3,100,JAbOgJqud3MLKTJGEC1NLBXFmb1BBT7mwrxge2YzG1TjukuLEJQPt1LPl5pXR_jNcSnBgrsZYGW2jQ,Mordekaiser,TOP,1776,53,53,0,1407,0,0.026860151328573806,-517,0.03999112503651037,-14555,-0.01428571428571429,4
KR_7463650347,7,200,hd7eAvjraSXvbmfhIFxjq0UlPT2WsUX40N9F0vbqIVsqT3bRjUd9qQpdj5o5l5dJptTOeGPpjjWgyw,Maokai,TOP,-1776,-53,-53,0,-1407,0,-0.026860151328573806,517,-0.03999112503651037,14555,0.01428571428571429,-4
KR_7463715479,3,100,rUxsP1xEAF--Qw5DoGKmukuaju2hw3_sV3TFWrf02Gu8Xof8MVwlhLXyKuLR1S8zIk1G917ftuuN2g,Maokai,TOP,-73,-8,-8,-2,385,0,-0.07905963044104719,-1496,-0.616505713871702,11409,-0.17882919005613473,-6
KR_7463715479,6,200,H3-QZb35pVimbZ0BaV_Rd8TYY_Hsap31Fq95DA64FeOdcoux2Yld7q3-K-UX1CULTumUhhQ63U9mVw,Urgot,TOP,73,8,8,2,-385,0,0.07905963044104719,1496,0.616505713871702,-11409,0.17882919005613473,6
KR_7463863934,1,100,a8vx2SJn7LF3Bcsh5xasNfRO_-kOh4TbIIRk6ONRYmXUfdu_GNYM7NOgUtYj2JgJb9GRrd1BkZnkqA,Quinn,TOP,394,-1,-1,0,-307,0,0.021956943720345817,4335,0.37728503392595913,-16784,0.06107660455486541,10
KR_7463863934,6,200,SEKijX9TFrOzraa4RGLYO5zGN4LTevs_Mz97lKkjRSJ-J47wWuW8w533GhxZWUO9wJwAH4FZh61AJg,Swain,TOP,-394,1,1,0,307,0,-0.021956943720345817,-4335,-0.37728503392595913,16784,-0.06107660455486541,-10
KR_7463950941,1,100,dHHa-eWKxlme_Xiyia2NCgySrpZUXpl3Ku8bIAjT-2agQeEjqo_xUVUXffLst6rTimZHjiLnitkTag,Ambessa,TOP,-1174,-8,-8,0,-991,0,-0.08699887190633199,-5220,-0.3917934255272879,14932,-0.298951048951049,-11
KR_7463950941,6,200,4OPGjeGSxY6aWLRsxAAXIhh3auChkV_FeWNATw5K1fxrP0OG-3s6njAJ3TZnDnjSTdXqfQkeOY1WcA,Gangplank,TOP,1174,8,8,0,991,0,0.08699887190633199,5220,0.3917934255272879,-14932,0.298951048951049,11
KR_7464044717,9,200,tAwrryzgcvdHdG7sKkEYn_48IY7e6WVON-BfZF-yKjYcLTyE48Cw2RRj7pDN0OsDI8_Dtbak5hO7pg,MissFortune,BOTTOM,749,60,60,0,1876,0,0.17835494443502173,4656,-2.0321202650069705,-9980,0.05714285714285716,7
KR_7464044717,10,200,gMUb0wU8BYDts08M30-RT8MTZsIbl47pEABg9lgJujpRdCD6A55sUYB7Kof8B3e_P5DNJaPzqV3hXA,Camille,BOTTOM,-749,-60,-60,0,-1876,0,-0.17835494443502173,-4656,2.0321202650069705,9980,-0.05714285714285716,-7
KR_7464044717,1,100,ehOv9jPs-qLYXnwB_dmoh2qqiolCViHAjPJBe0hpUVaJyVXLkcvshza_DCLLyej24OwGZZvM8jy5Zg,Poppy,TOP,-341,-20,-20,0,-194,0,0.046166272770013866,-8064,0.07335700246687227,4509,0.15873015873015872,-2
KR_7464044717,6,200,815axwnpkupzBTI5QsZz8ltORFA1v0Hpuo8GJWGu8ar6Khd4K2v72TD1RQXzSfUyU5PvoOSBe811Bw,Ambessa,TOP,341,20,20,0,194,0,-0.046166272770013866,8064,-0.07335700246687227,-4509,-0.15873015873015872,2
KR_7464148230,2,100,byuCTpblGw1cN7crZfjeBG8oG7bmpvrD0SfNn2C9QdBuS9OsSCq5nfJkSj9wXIO6G4j6cQ8IQI0e_A,Viego,JUNGLE,290,5,5,9,389,0,0.01787794409131338,5901,0.17552976511049545,13208,0.16007905138339917,1
KR_7464148230,7,200,eNVcFmrbQ77SX4ToqFBTx8JHSfbAwd4VLWN38xMi8cPFIl5idD8tvtO-isU05cmLrdowQJSe8SWj8A,Qiyana,JUNGLE,-290,-5,-5,-9,-389,0,-0.01787794409131338,-5901,-0.17552976511049545,-13208,-0.16007905138339917,-1
KR_7464148230,3,100,e-YAcXIvfMj9HsZMHyaGFYyRDDyEn0bLgf8kImpiI31B5K8PGcUReBxcgQsAOjKb2Z_f011aETDtTQ,Neeko,MIDDLE,442,15,15,0,261,0,0.1082065333974766,3180,-0.41623684869655553,-4699,0.19762845849802374,0
KR_7464148230,8,200,lp1tR7rWxFyB81JDEzbyouVo0ql3UckCzbXIYdW5BN-XEgNOcwYqZd098YJPI-wtKtlVhTYmo09JuA,Sylas,MIDDLE,-442,-15,-15,0,-261,0,-0.1082065333974766,-3180,0.41623684869655553,4699,-0.19762845849802374,0
KR_7464148230,1,100,rx2so6Pdgip_2DJ9hiSnZSzGgejljBxgLzuL6ycGPsxr9GfRV98VLEcAnYJLWEKHDsHntYdp7x0RsQ,Rumble,TOP,-854,-21,-21,2,-614,0,-0.053629276188258274,-2193,0.5220653830106214,-7471,-0.1976284584980238,-3
KR_7464148230,6,200,L_9O4_zJIKPzY2jb9Z3q5bJhbFzmZxtujGLp8EBc1CRWfdHpuk9xpcPca8iuieOvWWVAwVN55gwkfA,Yone,TOP,854,21,21,-2,614,0,0.053629276188258274,2193,-0.5220653830106214,7471,0.1976284584980238,3
KR_7464244861,2,100,VEWJoVHKLBUiEG7LyCyxd3Qw_PGVOEuEceDbv0hOxAFtjxWebqFyc1q2H90OBGQ4n3y8o6hQESypWg,Graves,JUNGLE,-173,-1,-1,13,489,0,-0.0169191947646678,3136,-0.19919161315612866,-9621,-0.02857142857142858,5
KR_7464244861,7,200,UrfQEBsXA1UT1iAi3WCBc0V5LJaFFvijwwuoBMnrkJJk8MAANn7fAdg8j-e4C8GP6-nkBRH0opNymg,Viego,JUNGLE,173,1,1,-13,-489,0,0.0169191947646678,-3136,0.19919161315612866,9621,0.02857142857142858,-5
KR_7464328370,2,100,Dau5q9bVcUcdA2qZJaQKPBcQGOub0igpM9dfb5N2GJf3OgluP2-HXtmksmBfvisNenaWgCZ7l6qrUw,LeeSin,JUNGLE,-365,-1,-1,-3,-36,0,0.0683738383306268,-877,-0.4442851298599595,-176,0.005714285714285672,0
KR_7464328370,7,200,kyEIckP6VYuM44oj2JdhoaUi6jyRKW25czLbGi7EvW92RoI4uEYDtDcoNG0rtILjq9t6n8ex8qHaiQ,Viego,JUNGLE,365,1,1,3,36,0,-0.0683738383306268,877,0.4442851298599595,176,-0.005714285714285672,0
KR_7464328370,3,100,bRj54PkgZFg7_Ka15AvPIlN8s06dYODbZzeQoY3OYHwwQtZboBj91KIe5OGb527Z1Q_mOc9sXC_1lQ,Viktor,MIDDLE,-206,-8,-8,0,-257,0,-0.0011623299821087452,-5448,0.07989098382986926,1177,-0.01142857142857151,-6
KR_7464328370,8,200,sT0X1j_wO30EZ5CAqY2LiESHVpA70h2R2BTs7Rre4sp9lJQlKIFh1kyGv6vXNAhtcxQgafAZ2I4euQ,Syndra,MIDDLE,206,8,8,0,257,0,0.0011623299821087452,5448,-0.07989098382986926,-1177,0.01142857142857151,6
KR_7464328370,1,100,FysTBVM-ZdwCpFcIM-FFW_Wti6CmphHV9ldG0jeS5hory3nAekkxKvm6ngnzj-JBXwp2BOJQQoHxUQ,Gnar,TOP,-2792,-45,-45,0,-1913,0,-0.15633799966110287,-11009,0.4631485462268344,-2269,-0.09142857142857153,-8
KR_7464328370,6,200,VJXFAg8LjXUGORKQIUpKiHYQbmqpZyCAqAytIWa9abHo13jSkmOYW_XE3VQXqvtdEp2WgMN4HZsu0g,Jayce,TOP,2792,45,45,0,1913,0,0.15633799966110287,11009,-0.4631485462268344,2269,0.09142857142857153,8
KR_7464387513,2,100,OJoWhTV0KDGqKOLrEYR9gi89S-aOpMEHWSqdYSugcuXq8Bh6p7lzDbLhkJbfYfEuicKjmdK4AF8TQw,Graves,JUNGLE,-952,1,1,-13,-819,0,-0.0624848020448483,13963,-0.08906340048597905,-12212,-0.07407407407407407,11
KR_7464387513,7,200,Y4wrW513EwMB_odTALc9shg-3lxmedyBY3n0MyujUlJ2EvFTDzLw1f45oAQpnlvNtUMfucK2HZsw8w,Karthus,JUNGLE,952,-1,-1,13,819,0,0.0624848020448483,-13963,0.08906340048597905,12212,0.07407407407407407,-11
KR_7464435249,1,100,VIEeNXEF-TpxnSVHy7Qo2KGGnOJ7jaenPHMrz_xUxi3dfHbY2UdmYV1MsjlE52InS5jsaCly670RSA,Ryze,TOP,-825,5,5,0,-807,0,0.0262060029621842,-4275,-0.7897504628852633,11334,-0.0681003584229391,-2
KR_7464435249,6,200,XkSTDqQi7EEX5D_5CG3c8FVFpLTvSgGAhFde7tAt63d7be1xbDxVAiAyB4F4w5uDoeh5gIwmqLqp1g,Teemo,TOP,825,-5,-5,0,807,0,-0.0262060029621842,4275,0.7897504628852633,-11334,0.0681003584229391,2
KR_7464480541,1,100,HsErdBOnu8uqIL4LOwW6X9ar5fSzcJ7VoJboGPDNRiglxfPpXRWdW7aeEICjkP5L1nAfDfMM_j4hoQ,Ambessa,TOP,402,4,4,0,786,0,0.04056907630243581,263,0.42839312065517715,-4511,0.1080196399345335,4
KR_7464480541,6,200,qx6Tl7QQmXO4zCVDLKtB9Cz1wMwKDE6qSuOka4gFWU1uQwQBcoqGZp4UoPCYTYkOulTNiro619MwmQ,Mordekaiser,TOP,-402,-4,-4,0,-786,0,-0.04056907630243581,-263,-0.42839312065517715,4511,-0.1080196399345335,-4
KR_7464523908,4,100,kWqyW1Xb8_E2zLpJCYzZWaK4qfNeuYcP_6bTAn9neaZuDCJa8ZwsJgKvHD2fNwyshbZPHbLBCgc8nw,Jhin,BOTTOM,970,45,45,1,533,0,0.10996268612409611,1224,-2.6425643957692078,-8001,-0.026315789473684292,4
KR_7464523908,5,100,MWJ4K0STiek7w1Z2AjpI_LE90X7NhpFdoRrdR-MFZ3W2QZw1OTrRomqdq-6djvXP-5th2MzRErmlGQ,Nautilus,BOTTOM,-970,-45,-45,-1,-533,0,-0.10996268612409611,-1224,2.6425643957692078,8001,0.026315789473684292,-4
KR_7464565981,1,100,L39YbHl95EnYMO_5xVJ9ZCbjHhcbm1TNELt95LxLNbiYJ681skIEgSKP7wGGtzNXNE94gq8aNNenDQ,Aurora,TOP,986,18,18,0,577,0,0.08273769900936248,2552,0.3549935801898912,-6254,0.2801724137931034,1
KR_7464565981,6,200,8O_Y7-71yJwnV3TAOP8ruJ-hvDtFGjv1vG5dPCaXaozKJbDk6k0N4ENzPjbqd7n_TdfCs60UpPVGXA,KSante,TOP,-986,-18,-18,0,-577,0,-0.08273769900936248,-2552,-0.3549935801898912,6254,-0.2801724137931034,-1
KR_7464607694,2,100,K8ByLKr57UcfjNid78QlaoijqrR2NoITQ26E-M7TyyRoX5dwo9pzeymalU7ddKfpfmDxzucrFy9E4w,Zac,JUNGLE,221,4,4,-19,-465,0,-0.03850956661982741,-2996,0.25716014696297107,11392,0.11538461538461531,5
KR_7464607694,7,200,8uk1NbkEVFevvK2dWr0NXefSHq5A3qMJpAyBh-wv9Q4BG81QDvuIoXrIRxQ00s6lyF6Eof7Wr_etwA,Nidalee,JUNGLE,-221,-4,-4,19,465,0,0.03850956661982741,2996,-0.25716014696297107,-11392,-0.11538461538461531,-5
KR_7464607694,3,100,W9DZBhnMDtOYbupb7tK2E-VulBnW052AV_wwYORSj-MX--4eJScWuDLntXIVJCotjtMJQYpLtpvaWw,Aurora,MIDDLE,363,22,22,0,554,0,0.025575638228769598,5282,0.30928543079853066,-474,-0.19230769230769235,0
KR_7464607694,8,200,mCNw7oE6sN35t7rT5XPemXKYsQ3WGv9jzNJtdQTT7ObBZb5Nhkpk4jz1FQQRpy0dDIxiFayZDVrHZA,Xerath,MIDDLE,-363,-22,-22,0,-554,0,-0.025575638228769598,-5282,-0.30928543079853066,474,0.19230769230769235,0
KR_7464607694,1,100,F4PhRDXTHVSb8F-yAq9ZF6Y4VwwparmhlqlDz8tC2uCNdg-hPDxmhRRsDQvtFlS2zAkTXmKoHpFdNg,Gnar,TOP,-594,-14,-14,0,-720,0,0.10799580347281601,5934,-0.03493642506359107,-7676,0.07692307692307687,2
KR_7464607694,6,200,FZPCalF141eAeDWD579uMEMMAr3v02AJswtzzJBFWe0O9VJocL9DDiMRgZw6wNcCCIz0yuLvCWsbzw,KSante,TOP,594,14,14,0,720,0,-0.10799580347281601,-5934,0.03493642506359107,7676,-0.07692307692307687,-2
KR_7464721830,1,100,nAcxYyaM5Q6CFC4PECgvpnruO0Q8hPfSbn2pBEFvs_LaUzQsX_k8oN8XaiTujv6JOT159iM4OAqKrQ,Gangplank,TOP,-552,4,4,0,-955,0,-0.09948353278565567,6942,0.6318516475630991,-2493,-0.08636363636363631,-2
KR_7464721830,6,200,xOU5EvLPdMkmyMEFodiSzpO9ChFSwa-5ei473UmFr8U24NvdT3yDpsdGgmRG_GA-C2J6J3kjm2b6zw,Pantheon,TOP,552,-4,-4,0,955,0,0.09948353278565567,-6942,-0.6318516475630991,2493,0.08636363636363631,2
KR_7464816186,1,100,yQ_eXiA047-8Q6sxYqlIFSRcGxo8WUWhO6IsRyEhlemjphoUu25EU_-F4iJ72AXNFSJaJHDHbm9OaA,Singed,TOP,123,-8,-8,0,-398,0,0.026555476693298385,-6797,-0.1362743938810923,-4489,0.1801242236024846,3
KR_7464816186,6,200,Qz9eFq3gcBkDqIo_sYsNA1tPaIcfjGfj6tGLTXoQ5Rwsq8CFgRUCiZeLJYlJvBw0Ohrybm0Dobb90w,Sett,TOP,-123,8,8,0,398,0,-0.026555476693298385,6797,0.1362743938810923,4489,-0.1801242236024846,-3
KR_7464886585,9,200,y5bE-pzvQpIgeCIgvafNmU2B3tRazInfzLYSElvqlSOaInx9IAWof3IasqY8SWrZP4JF13wPS1yVrw,Smolder,BOTTOM,197,57,57,0,795,0,0.08681178307495638,1286,-2.685372328402457,-1724,-0.09523809523809523,-2
KR_7464886585,10,200,TEkQ9S42fJakv8m4N7qFC6nE3PyJBodRG9h1fomI5rwWgO2Kr96f5WUBiZOB1pB4_-CLFGYR3z9EIQ,Poppy,BOTTOM,-197,-57,-57,0,-795,0,-0.08681178307495638,-1286,2.685372328402457,1724,0.09523809523809523,2
KR_7464886585,2,100,T1ItW2ozSiVTBGyaXxYTVlIblTfF9NrDPAvP8CS7mGF0eMIJdC4Nfe5n8n9QkI8BUZmGlwnlvzaoCA,Viego,JUNGLE,306,0,0,12,500,0,-0.008129306044942108,2339,0.04233330455401085,-4340,-0.11204481792717091,5
KR_7464886585,7,200,wYC8whxGiVROBdz5NPEnQhjwj0LesqDx1zfVKXjaAyZzioH7nYlHWYl0jQWxh2NHVfrz7h4cBguLIg,Skarner,JUNGLE,-306,0,0,-12,-500,0,0.008129306044942108,-2339,-0.04233330455401085,4340,0.11204481792717091,-5
KR_7464886585,4,100,S-8dYHLgIv_ZguIlTQu2AJWx7KW6fe-oX9FdsmlhnAT6TGI3QoF0Aa-2eQqv6tT6YATQcQhxV_Kwzg,Corki,TOP,1456,28,28,0,-257,0,0.1176283101302874,7773,0.7921539671553358,-5893,0.13025210084033623,4
KR_7464886585,6,200,HAbtx9N_-badApAtrMJp3o37-K44jzYtrNlxeYDbnAH05jSot20fGvBFaPj2GIhBrXZCTm1XH1SQKg,Camille,TOP,-1456,-28,-28,0,257,0,-0.1176283101302874,-7773,-0.7921539671553358,5893,-0.13025210084033623,-4
KR_7464975805,2,100,w4BMkA5xcdIMMX_oc-DtCtQ4-7JpUM6iz1Ddzw9BaHhSAa4QFhndOx54NxRqyrTJTtW7qJFo34zSHg,Skarner,JUNGLE,696,0,0,1,451,0,-0.0749876244882701,587,0.435448127725372,-6044,-0.125,-2
KR_7464975805,7,200,E9tZ6G_LXJC3ufFhRGdfirU2kmJ_bKxmaEJ__2dNTpOvqN602xOQ7C11YwhesQpPkYRQXDN1C_HlqQ,Gwen,JUNGLE,-696,0,0,-1,-451,0,0.0749876244882701,-587,-0.435448127725372,6044,0.125,2
