match_id,participant_id,puuid,teamId,champion,individualPosition,lane,role,kills,deaths,assists,kda,kill_participation,damage_to_turrets,damage_to_buildings,vision_score_per_min,team_damage_pct,gold_earned,gold_spent,champ_experience,total_damage_taken,gold_10,cs_10,lane_cs_10,jungle_cs_10,xp_10,solo_kills_15,gold_10_diff,cs_10_diff,lane_cs_10_diff,jungle_cs_10_diff,xp_10_diff,solo_kills_15_diff,team_damage_pct_diff,damage_to_turrets_diff,vision_score_per_min_diff,total_damage_taken_diff,kill_participation_diff,kills_diff,win
KR_7461831539,1,Kf0x5W9HSaLB3nSZR2c_m2BpSIdYz3dM8IC_F_ySVnl93slBSAp_yclIVsMf_6lvKrSz-KInvSKbaA,100,Jayce,TOP,TOP,SOLO,8,2,10,,0.782608695652174,7415,7415,1.338796100188814,0.3243158051850052,12048,10675,11763,22642,4316,82,82,0,5058,3,1876,38,38,0,1980,3,0.0753325585084306,5354,1.0230264003863778,-2572,0.691699604743083,7,1
KR_7461831539,6,T8tLvTlFi379ZYVL8ZDM8BYF9GRQcvQqevn8Zs3Qqdvj4bdkG0u2M0FnmEPVfw-YZPW7We6vQeH1Qw,200,Aurora,TOP,TOP,SOLO,1,7,0,,0.0909090909090909,2061,2061,0.3157696998024362,0.2489832466765745,6429,6400,8958,25214,2440,44,44,0,3078,0,-1876,-38,-38,0,-1980,-3,-0.0753325585084306,-5354,-1.0230264003863778,2572,-0.691699604743083,-7,0
KR_7461831539,2,g5Np9PJ49io_MIbasRrBmEyOZv2zW9MisHw6Gj5ncteEei4zynsECmfMZ0e_WxILp7iAeSWccChC6Q,100,Nidalee,JUNGLE,JUNGLE,NONE,5,0,9,,0.6086956521739131,2100,2100,0.5826763566321091,0.1477301909657472,9912,8575,10885,22143,2990,62,1,61,3168,0,-674,-22,1,-23,-1272,0,-0.0704524754056024,1384,-0.6463038805466037,-15742,-0.0276679841897232,1,1
KR_7461831539,7,lzXAUGcPkHXtpt8ESwzLeVMV6ea-YfhCdmlFlnxas6IbRka1bnq1ftEIoHGboM_NJqJT1y56EPjeQw,200,Viego,JUNGLE,JUNGLE,NONE,4,4,3,,0.6363636363636364,716,716,1.2289802371787129,0.2181826663713496,8865,8733,8824,37885,3664,84,0,84,4440,0,674,22,-1,23,1272,0,0.0704524754056024,-1384,0.6463038805466037,15742,0.0276679841897232,-1,0
KR_7461831539,3,HY5V5k0b8-4Cx0tf8kUyUkfWNRezfInG6VUDUgDnQmm3gkGZEeAnJ_5D3vPAt5b31xzfHNMsA2Sq2A,100,Corki,MIDDLE,MIDDLE,SOLO,3,3,5,,0.3478260869565217,7755,7755,0.5006854586204332,0.2309276397801567,9643,8483,11952,18782,3235,79,79,0,4752,0,238,15,15,0,837,0,0.0024940108163818,6958,-0.1601431146155405,1100,-0.1976284584980237,0,1
KR_7461831539,8,6dJVL2dPnkQAQjmaBWrnR8UxkQJ4b6Vc0tr5aetSsbyoWyeA-q2MniZYxA3o0IRNerqjYCrwURHLJA,200,Cassiopeia,MIDDLE,MIDDLE,SOLO,3,2,3,,0.5454545454545454,797,797,0.6608285732359738,0.2284336289637748,8236,7675,10501,17682,2997,64,64,0,3915,0,-238,-15,-15,0,-837,0,-0.0024940108163818,-6958,0.1601431146155405,-1100,0.1976284584980237,0,0
KR_7461831539,4,7f0PZETLPSsSke7X0D5D73gsHFkFyUK_L2v708u8Xn9zsBZZTpQXVEvaGbo69EZIMAUtIjLncQHVVg,100,Jhin,BOTTOM,BOTTOM,CARRY,4,3,4,,0.3478260869565217,5357,5357,0.6953698080061724,0.1722438764502529,8862,7600,9209,12153,3819,87,87,0,3725,0,757,7,7,0,373,-1,-0.0425131181926418,4869,-0.0990735045070687,1202,-0.1976284584980237,1,1
KR_7461831539,9,PDSniJ3I9_eiQBrRMDgWBD67D3tPlQjcQZMsp20d_6aXDAgcZKm5ywXK7MMy6gFgDGstJgHP96P05w,200,Ashe,BOTTOM,BOTTOM,CARRY,3,2,3,,0.5454545454545454,488,488,0.7944433125132412,0.2147569946428948,8199,7500,9245,10951,3062,80,80,0,3352,1,-757,-7,-7,0,-373,1,0.0425131181926418,-4869,0.0990735045070687,-1202,0.1976284584980237,-1,0
KR_7461831539,5,N5qLyAaXK6-MujGnB5MFVs7qLbmRM8a_dlUtEll3i3zgjLn9ZcXyWi9orY2UeQo8k85uFYQFkcgGkQ,100,Skarner,UTILITY,BOTTOM,SUPPORT,3,3,13,,0.6956521739130435,3103,3103,2.4020954161010857,0.1247824876188379,6568,6225,7292,16522,2616,15,15,0,2737,0,442,-6,-6,0,310,0,0.0351390242734317,2474,-0.0635246589791953,-4035,-0.1225296442687747,3,1
KR_7461831539,10,KuvaEir5paMxtx2q1HvXtPznSf2V0VEagGIfzPwYKUt40ONbzvUCXo8adYE7h-lhf71O5s3CRVRahg,200,Rell,UTILITY,BOTTOM,SUPPORT,0,8,9,,0.8181818181818182,629,629,2.465620075080281,0.0896434633454061,5261,4625,6338,20557,2174,21,21,0,2427,0,-442,6,6,0,-310,0,-0.0351390242734317,-2474,0.0635246589791953,4035,0.1225296442687747,-3,0
KR_7461989772,1,df8ze_3FxesEuKyQMsWrx06H5EBdc4skpnFJIdObnuVwfULRGwtk1zmgfJUSKTgfxaH4hxhLS2C9zQ,100,Ambessa,TOP,JUNGLE,NONE,0,7,4,,0.3333333333333333,1565,1565,0.5598506528638969,0.1748339061527315,8300,7425,11893,25495,3464,86,86,0,5021,0,-74,2,2,0,145,-2,-0.1025802124031049,-8652,-0.1182438880071401,-5,-0.1827956989247312,-10,0
KR_7461989772,6,w6CbUENZw6X8prWwxeBN3mEZyu2FkQqPnfSBaKHSjtHJF81rOZt7fpQDpu62dt5zBsCIewxJ45W8qg,200,Irelia,TOP,TOP,SOLO,10,3,6,,0.5161290322580645,10217,10217,0.678094540871037,0.2774141185558365,14681,11950,16088,25500,3538,84,84,0,4876,2,74,-2,-2,0,-145,2,0.1025802124031049,8652,0.1182438880071401,5,0.1827956989247312,10,1
